,awardYear,category,knownName.en,motivation,prizeAmountAdjusted,wikipedia.english,links.href
964,1990,Economic Sciences,William F. Sharpe,for their pioneering work in the theory of financial economics,7169620.0,https://en.wikipedia.org/wiki/William_Forsyth_Sharpe,https://api.nobelprize.org/2/laureate/706
919,1989,Economic Sciences,Trygve Haavelmo,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,5938490.0,https://en.wikipedia.org/wiki/Trygve_Haavelmo,https://api.nobelprize.org/2/laureate/703
369,1989,Physiology or Medicine,Harold E. Varmus,for their discovery of the cellular origin of retroviral oncogenes,5938490.0,https://en.wikipedia.org/wiki/Harold_E._Varmus,https://api.nobelprize.org/2/laureate/441
363,1989,Physics,Hans G. Dehmelt,for the development of the ion trap technique,5938490.0,https://en.wikipedia.org/wiki/Hans_Georg_Dehmelt,https://api.nobelprize.org/2/laureate/136
910,1989,Chemistry,Thomas R. Cech,for their discovery of catalytic properties of RNA,5938490.0,https://en.wikipedia.org/wiki/Thomas_Cech,https://api.nobelprize.org/2/laureate/274
669,1989,Physics,Norman F. Ramsey,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,5938490.0,"https://en.wikipedia.org/wiki/Norman_Foster_Ramsey,_Jr.",https://api.nobelprize.org/2/laureate/135
844,1989,Chemistry,Sidney Altman,for their discovery of catalytic properties of RNA,5938490.0,https://en.wikipedia.org/wiki/Sidney_Altman,https://api.nobelprize.org/2/laureate/273
121,1989,Literature,Camilo José Cela,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",5938490.0,https://en.wikipedia.org/wiki/Camilo_José_Cela,https://api.nobelprize.org/2/laureate/666
433,1989,Physiology or Medicine,J. Michael Bishop,for their discovery of the cellular origin of retroviral oncogenes,5938490.0,https://en.wikipedia.org/wiki/J._Michael_Bishop,https://api.nobelprize.org/2/laureate/440
895,1989,Peace,The 14th Dalai Lama,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,5938490.0,https://en.wikipedia.org/wiki/14th_Dalai_Lama,https://api.nobelprize.org/2/laureate/551
980,1989,Physics,Wolfgang Paul,for the development of the ion trap technique,5938490.0,https://en.wikipedia.org/wiki/Wolfgang_Paul,https://api.nobelprize.org/2/laureate/137
373,1988,Chemistry,Hartmut Michel,for the determination of the three-dimensional structure of a photosynthetic reaction centre,5262636.0,https://en.wikipedia.org/wiki/Hartmut_Michel,https://api.nobelprize.org/2/laureate/272
864,1988,Physiology or Medicine,Sir James W. Black,for their discoveries of important principles for drug treatment,5262636.0,https://en.wikipedia.org/wiki/James_Black_(pharmacologist),https://api.nobelprize.org/2/laureate/437
627,1988,Physics,Melvin Schwartz,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,5262636.0,https://en.wikipedia.org/wiki/Melvin_Schwartz,https://api.nobelprize.org/2/laureate/133
653,1988,Literature,Naguib Mahfouz,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",5262636.0,https://en.wikipedia.org/wiki/Naguib_Mahfouz,https://api.nobelprize.org/2/laureate/665
925,1988,Peace,,for preventing armed clashes and creating conditions for negotiations,5262636.0,https://en.wikipedia.org/wiki/United_Nations_peacekeeping,https://api.nobelprize.org/2/laureate/550
616,1988,Economic Sciences,Maurice Allais,for his pioneering contributions to the theory of markets and efficient utilization of resources,5262636.0,https://en.wikipedia.org/wiki/Maurice_Allais,https://api.nobelprize.org/2/laureate/702
568,1988,Physics,Leon M. Lederman,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,5262636.0,https://en.wikipedia.org/wiki/Leon_M._Lederman,https://api.nobelprize.org/2/laureate/132
477,1988,Chemistry,Johann Deisenhofer,for the determination of the three-dimensional structure of a photosynthetic reaction centre,5262636.0,https://en.wikipedia.org/wiki/Johann_Deisenhofer,https://api.nobelprize.org/2/laureate/270
789,1988,Chemistry,Robert Huber,for the determination of the three-dimensional structure of a photosynthetic reaction centre,5262636.0,https://en.wikipedia.org/wiki/Robert_Huber,https://api.nobelprize.org/2/laureate/271
439,1988,Physics,Jack Steinberger,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,5262636.0,https://en.wikipedia.org/wiki/Jack_Steinberger,https://api.nobelprize.org/2/laureate/134
336,1988,Physiology or Medicine,Gertrude B. Elion,for their discoveries of important principles for drug treatment,5262636.0,https://en.wikipedia.org/wiki/Gertrude_B._Elion,https://api.nobelprize.org/2/laureate/438
316,1988,Physiology or Medicine,George H. Hitchings,for their discoveries of important principles for drug treatment,5262636.0,https://en.wikipedia.org/wiki/George_H._Hitchings,https://api.nobelprize.org/2/laureate/439
512,1987,Literature,Joseph Brodsky,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",4842453.0,https://en.wikipedia.org/wiki/Joseph_Brodsky,https://api.nobelprize.org/2/laureate/664
430,1987,Physics,J. Georg Bednorz,for their important break-through in the discovery of superconductivity in ceramic materials,4842453.0,https://en.wikipedia.org/wiki/Georg_Bednorz,https://api.nobelprize.org/2/laureate/130
194,1987,Chemistry,Donald J. Cram,for their development and use of molecules with structure-specific interactions of high selectivity,4842453.0,https://en.wikipedia.org/wiki/Donald_J._Cram,https://api.nobelprize.org/2/laureate/267
794,1987,Economic Sciences,Robert M. Solow,for his contributions to the theory of economic growth,4842453.0,https://en.wikipedia.org/wiki/Robert_Solow,https://api.nobelprize.org/2/laureate/701
141,1987,Chemistry,Charles J. Pedersen,for their development and use of molecules with structure-specific interactions of high selectivity,4842453.0,https://en.wikipedia.org/wiki/Charles_J._Pedersen,https://api.nobelprize.org/2/laureate/269
682,1987,Peace,Oscar Arias Sánchez,for his work for lasting peace in Central America,4842453.0,https://en.wikipedia.org/wiki/Óscar_Arias,https://api.nobelprize.org/2/laureate/549
884,1987,Physiology or Medicine,Susumu Tonegawa,for his discovery of the genetic principle for generation of antibody diversity,4842453.0,https://en.wikipedia.org/wiki/Susumu_Tonegawa,https://api.nobelprize.org/2/laureate/436
466,1987,Chemistry,Jean-Marie Lehn,for their development and use of molecules with structure-specific interactions of high selectivity,4842453.0,https://en.wikipedia.org/wiki/Jean-Marie_Lehn,https://api.nobelprize.org/2/laureate/268
528,1987,Physics,K. Alex Müller,for their important break-through in the discovery of superconductivity in ceramic materials,4842453.0,https://en.wikipedia.org/wiki/K._Alex_Müller,https://api.nobelprize.org/2/laureate/131
452,1986,Economic Sciences,James M. Buchanan Jr.,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,4642623.0,https://en.wikipedia.org/wiki/James_M._Buchanan,https://api.nobelprize.org/2/laureate/700
202,1986,Chemistry,Dudley R. Herschbach,for their contributions concerning the dynamics of chemical elementary processes,4642623.0,https://en.wikipedia.org/wiki/Dudley_R._Herschbach,https://api.nobelprize.org/2/laureate/264
978,1986,Literature,Wole Soyinka,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,4642623.0,https://en.wikipedia.org/wiki/Wole_Soyinka,https://api.nobelprize.org/2/laureate/663
331,1986,Physics,Gerd Binnig,for their design of the scanning tunneling microscope,4642623.0,https://en.wikipedia.org/wiki/Gerd_Binnig,https://api.nobelprize.org/2/laureate/128
772,1986,Physiology or Medicine,Rita Levi-Montalcini,for their discoveries of growth factors,4642623.0,https://en.wikipedia.org/wiki/Rita_Levi-Montalcini,https://api.nobelprize.org/2/laureate/435
488,1986,Chemistry,John C. Polanyi,for their contributions concerning the dynamics of chemical elementary processes,4642623.0,https://en.wikipedia.org/wiki/John_Polanyi,https://api.nobelprize.org/2/laureate/266
226,1986,Peace,Elie Wiesel,"for being a messenger to mankind: his message is one of peace, atonement and dignity",4642623.0,https://en.wikipedia.org/wiki/Elie_Wiesel,https://api.nobelprize.org/2/laureate/548
250,1986,Physics,Ernst Ruska,"for his fundamental work in electron optics, and for the design of the first electron microscope",4642623.0,https://en.wikipedia.org/wiki/Ernst_Ruska,https://api.nobelprize.org/2/laureate/127
377,1986,Physics,Heinrich Rohrer,for their design of the scanning tunneling microscope,4642623.0,https://en.wikipedia.org/wiki/Heinrich_Rohrer,https://api.nobelprize.org/2/laureate/129
877,1986,Physiology or Medicine,Stanley Cohen,for their discoveries of growth factors,4642623.0,https://en.wikipedia.org/wiki/Stanley_Cohen_(biochemist),https://api.nobelprize.org/2/laureate/434
989,1986,Chemistry,Yuan T. Lee,for their contributions concerning the dynamics of chemical elementary processes,4642623.0,https://en.wikipedia.org/wiki/Yuan_T._Lee,https://api.nobelprize.org/2/laureate/265
473,1985,Chemistry,Jerome Karle,for their outstanding achievements in the development of direct methods for the determination of crystal structures,4354442.0,https://en.wikipedia.org/wiki/Jerome_Karle,https://api.nobelprize.org/2/laureate/263
391,1985,Chemistry,Herbert A. Hauptman,for their outstanding achievements in the development of direct methods for the determination of crystal structures,4354442.0,https://en.wikipedia.org/wiki/Herbert_A._Hauptman,https://api.nobelprize.org/2/laureate/262
635,1985,Physiology or Medicine,Michael S. Brown,for their discoveries concerning the regulation of cholesterol metabolism,4354442.0,https://en.wikipedia.org/wiki/Michael_Stuart_Brown,https://api.nobelprize.org/2/laureate/432
548,1985,Physics,Klaus von Klitzing,for the discovery of the quantized Hall effect,4354442.0,https://en.wikipedia.org/wiki/Klaus_von_Klitzing,https://api.nobelprize.org/2/laureate/126
155,1985,Literature,Claude Simon,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,4354442.0,https://en.wikipedia.org/wiki/Claude_Simon,https://api.nobelprize.org/2/laureate/662
517,1985,Physiology or Medicine,Joseph L. Goldstein,for their discoveries concerning the regulation of cholesterol metabolism,4354442.0,https://en.wikipedia.org/wiki/Joseph_L._Goldstein,https://api.nobelprize.org/2/laureate/433
273,1985,Economic Sciences,Franco Modigliani,for his pioneering analyses of saving and of financial markets,4354442.0,https://en.wikipedia.org/wiki/Franco_Modigliani,https://api.nobelprize.org/2/laureate/699
419,1985,Peace,,for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war,4354442.0,https://en.wikipedia.org/wiki/International_Physicians_for_the_Prevention_of_Nuclear_War,https://api.nobelprize.org/2/laureate/547
461,1984,Literature,Jaroslav Seifert,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",4284352.0,https://en.wikipedia.org/wiki/Jaroslav_Seifert,https://api.nobelprize.org/2/laureate/661
768,1984,Economic Sciences,Richard Stone,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,4284352.0,https://en.wikipedia.org/wiki/Richard_Stone,https://api.nobelprize.org/2/laureate/698
664,1984,Physiology or Medicine,Niels K. Jerne,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,4284352.0,https://en.wikipedia.org/wiki/Niels_Kaj_Jerne,https://api.nobelprize.org/2/laureate/429
135,1984,Physiology or Medicine,César Milstein,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,4284352.0,https://en.wikipedia.org/wiki/César_Milstein,https://api.nobelprize.org/2/laureate/431
325,1984,Physiology or Medicine,Georges J.F. Köhler,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,4284352.0,https://en.wikipedia.org/wiki/Georges_J._F._Köhler,https://api.nobelprize.org/2/laureate/430
188,1984,Peace,Desmond Tutu,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,4284352.0,https://en.wikipedia.org/wiki/Desmond_Tutu,https://api.nobelprize.org/2/laureate/546
847,1984,Physics,Simon van der Meer,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",4284352.0,https://en.wikipedia.org/wiki/Simon_van_der_Meer,https://api.nobelprize.org/2/laureate/125
